_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
1577,821,1813,ISLINGTON SENIORS' CENTRE,Community Centre,Washroom,4968 DUNDAS ST W,416-231-3431,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=821,"{""coordinates"": [[-79.5301211529075, 43.6476579525595]], ""type"": ""MultiPoint""}"
1578,1344,13068,ST. MARCELLUS COMMUNITY SCHOOL,Community Centre,Wi-Fi,15 DENFIELD ST,416-394-5490,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1344,"{""coordinates"": [[-79.5541857778157, 43.6797144896385]], ""type"": ""MultiPoint""}"
1579,896,1764,GUS RYDER POOL AND HEALTH CLUB,Community Centre,"Washroom, Wi-Fi",1 FAUSTINA DR,416-394-8726,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=896,"{""coordinates"": [[-79.5219470074183, 43.6012154857506]], ""type"": ""MultiPoint""}"
1580,1237,13039,JOHN G. ALTHOUSE COMMUNITY SCHOOL,Community Centre,None,130 LLOYD MANOR RD,416-394-8709,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1237,"{""coordinates"": [[-79.5540501348306, 43.6682089627068]], ""type"": ""MultiPoint""}"
1581,1236,13038,JOHN ENGLISH COMMUNITY SCHOOL,Community Centre,None,95 MIMICO AVE,416-394-8711,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1236,"{""coordinates"": [[-79.4944970015943, 43.6119013028756]], ""type"": ""MultiPoint""}"
1582,582,374,ANGELA JAMES ARENA,Community Centre,"Washroom, Wi-Fi",165 GRENOBLE DR, ,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=582,"{""coordinates"": [[-79.3276349798301, 43.7131479661019]], ""type"": ""MultiPoint""}"
1583,503,46,ARMOUR HEIGHTS COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",2140 AVENUE RD,416-395-7848,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=503,"{""coordinates"": [[-79.4219099287346, 43.7393866949055]], ""type"": ""MultiPoint""}"
1584,511,13008,BANBURY COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",120 BANBURY RD,416-395-6101,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=511,"{""coordinates"": [[-79.3695359121079, 43.7428036620893]], ""type"": ""MultiPoint""}"
1585,512,1631,BAYCREST ARENA,Community Centre,"Washroom, Wi-Fi",160 NEPTUNE DR,416-395-7960,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=512,"{""coordinates"": [[-79.4431358631458, 43.7289472239447]], ""type"": ""MultiPoint""}"
1586,3775,103250,ETHENNONNHAWAHSTIHNEN' COMMUNITY RECREATION CENTRE & LIBRARY,Community Centre,"Washroom, Wi-Fi",100 Ethennonnhawahstihnen' Lane,416-392-4826,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3775,"{""coordinates"": [[-79.3756404303766, 43.7683957667604]], ""type"": ""MultiPoint""}"
1587,460,1048,TORONTO TRACK AND FIELD CENTRE,Community Centre,"Washroom, Wi-Fi",231 IAN MAC DONALD BLVD,416-395-7939,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=460,"{""coordinates"": [[-79.5069737332141, 43.7765902105189]], ""type"": ""MultiPoint""}"
1588,1056,273,DENNIS R. TIMBRELL RESOURCE CENTRE,Community Centre,"Washroom, Wi-Fi",29 ST DENNIS DR,416-395-7972,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1056,"{""coordinates"": [[-79.3317945672133, 43.7178757629652]], ""type"": ""MultiPoint""}"
1589,27,2050,BEDFORD PARK COMMUNITY CENTRE,Community Centre,Washroom,81 RANLEIGH AVE,416-392-0618,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=27,"{""coordinates"": [[-79.3997922383025, 43.7279982995929]], ""type"": ""MultiPoint""}"
1590,800,15,ALBION ARENA,Community Centre,"Washroom, Wi-Fi",1501 ALBION RD,416-394-8690,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=800,"{""coordinates"": [[-79.582830483098, 43.7395625002357]], ""type"": ""MultiPoint""}"
1591,535,13011,BERNER TRAIL COMMUNITY CENTRE,Community Centre,Washroom,120 BERNER TRAIL,416-396-4054,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=535,"{""coordinates"": [[-79.2209282273814, 43.8018223190753]], ""type"": ""MultiPoint""}"
1592,396,2108,WEST ACRES SENIORS CENTRE,Community Centre,"Washroom, Wi-Fi",65 HINTON RD,416-394-8680,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=396,"{""coordinates"": [[-79.5706412966851, 43.7252585456793]], ""type"": ""MultiPoint""}"
1593,617,1729,ELLESMERE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",20 CANADIAN RD,416-396-5536,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=617,"{""coordinates"": [[-79.2993366336893, 43.76069075642]], ""type"": ""MultiPoint""}"
1594,780,1892,OAKDALE COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",350 GRANDRAVINE DR,416-395-0488,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=780,"{""coordinates"": [[-79.5131274475855, 43.7478337832948]], ""type"": ""MultiPoint""}"
1595,633,2079,HERON PARK COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",292 MANSE RD,416-396-4035,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=633,"{""coordinates"": [[-79.1772548196361, 43.7688363876356]], ""type"": ""MultiPoint""}"
1596,584,2109,WEST ROUGE COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",270 ROUGE HILLS DR,416-396-4147,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=584,"{""coordinates"": [[-79.1251545950445, 43.7921131748365]], ""type"": ""MultiPoint""}"
1597,297,2104,STAN WADLOW CLUBHOUSE,Community Centre,"Washroom, Wi-Fi",373 CEDARVALE AVE,416-396-2842,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=297,"{""coordinates"": [[-79.3151177370669, 43.6981944584978]], ""type"": ""MultiPoint""}"
1598,24,71,BEACHES RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",6 WILLIAMSON RD,416-392-0740,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=24,"{""coordinates"": [[-79.2987782403511, 43.6739832711515]], ""type"": ""MultiPoint""}"
1599,1865,1569,WARDEN HILLTOP COMMUNITY CENTRE,Community Centre,"Basketball Court, Wi-Fi",25 MENDELSSOHN ST,416-392-7640,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1865,"{""coordinates"": [[-79.2803616370373, 43.7147475746814]], ""type"": ""MultiPoint""}"
1600,499,2060,CUMMER PARK COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",6000 LESLIE ST,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=499,"{""coordinates"": [[-79.3712734059386, 43.8001014474603]], ""type"": ""MultiPoint""}"
1601,336,13071,TERRY FOX COMMUNITY CENTRE,Community Centre,None,2 GLEDHILL AVE,416-396-2842,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=336,"{""coordinates"": [[-79.3093339765149, 43.6875436302521]], ""type"": ""MultiPoint""}"
1602,294,2013,WALLACE EMERSON COMMUNITY RECREATION CENTRE,Community Centre,Washroom,1260 DUFFERIN ST,416-392-0039,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=294,"{""coordinates"": [[-79.4393144816872, 43.6673368870221]], ""type"": ""MultiPoint""}"
1603,3494,13070,TED REEVE COMMUNITY ARENA,Community Centre,Washroom,175 MAIN ST,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3494,"{""coordinates"": [[-79.2992266825827, 43.6845443280704]], ""type"": ""MultiPoint""}"
1604,3491,13054,MOSS PARK ARENA,Community Centre,Washroom,140 SHERBOURNE ST,416-392-1060,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3491,"{""coordinates"": [[-79.3702954333658, 43.6550295636866]], ""type"": ""MultiPoint""}"
1605,3782,13043,FORD PERFORMANCE CENTRE,Community Centre,None,400 KIPLING AVE,416-251-5219,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3782,"{""coordinates"": [[-79.5199133676675, 43.6029579152898]], ""type"": ""MultiPoint""}"
1606,891,1873,MEMORIAL POOL AND HEALTH CLUB,Community Centre,"Washroom, Wi-Fi",44 MONTGOMERY RD,416-394-8731,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=891,"{""coordinates"": [[-79.5196174965911, 43.6483790866303]], ""type"": ""MultiPoint""}"
1607,2773,44942,TORONTO PAN AM SPORTS CENTRE,Community Centre,Wi-Fi,875 MORNINGSIDE AVE,416-283-5222,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2773,"{""coordinates"": [[-79.1937158131376, 43.7906971714374]], ""type"": ""MultiPoint""}"
1608,1105,2105,STEPHEN LEACOCK COMMUNITY RECREATION CENTRE,Community Centre,Wi-Fi,2500 BIRCHMOUNT RD,416-396-4184,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1105,"{""coordinates"": [[-79.3015668058095, 43.7876038255269]], ""type"": ""MultiPoint""}"
1609,357,6278,HUMBER COMMUNITY POOL,Community Centre,None,205 HUMBER COLLEGE BLVD,416-394-6050,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=357,"{""coordinates"": [[-79.6086678287855, 43.7305517812869]], ""type"": ""MultiPoint""}"
1610,883,829,PORT UNION COMMUNITY RECREATION CENTRE,Community Centre,"Basketball Court, Outdoor Dry Pad, Skateboarding, Washroom, Wi-Fi",5450 LAWRENCE AVE E,416-396-4031,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=883,"{""coordinates"": [[-79.1402808119392, 43.7796658897158]], ""type"": ""MultiPoint""}"
1611,1045,63,BARBARA FRUM RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",20 COVINGTON RD,416-395-6123,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1045,"{""coordinates"": [[-79.4321828657023, 43.7208002377153]], ""type"": ""MultiPoint""}"
1612,893,13006,ALBION POOL AND HEALTH CLUB,Community Centre,Wi-Fi,1485 ALBION RD,416-394-8676,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=893,"{""coordinates"": [[-79.5811300027369, 43.7392632411491]], ""type"": ""MultiPoint""}"
1613,749,13055,NORTH KIPLING COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",2 ROWNTREE RD,416-394-8679,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=749,"{""coordinates"": [[-79.5844990933092, 43.7521977713759]], ""type"": ""MultiPoint""}"
1614,17,2046,ANNETTE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",333 ANNETTE ST,416-392-0736,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=17,"{""coordinates"": [[-79.4738822006393, 43.6611733014945]], ""type"": ""MultiPoint""}"
1615,793,13058,OURLAND COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",18 OURLAND AVE,416-394-8673,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=793,"{""coordinates"": [[-79.5084844077924, 43.6151301637291]], ""type"": ""MultiPoint""}"
1616,346,13467,EARL BALES PARK SENIOR CENTRE,Community Centre,Washroom,4169 BATHURST ST,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=346,"{""coordinates"": [[-79.4362389829752, 43.7545094253327]], ""type"": ""MultiPoint""}"
1617,1132,13012,BLOORDALE COMMUNITY SCHOOL,Community Centre,None,10 TOLEDO RD,416-394-8699,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1132,"{""coordinates"": [[-79.572341175264, 43.6391974818382]], ""type"": ""MultiPoint""}"
1618,568,13022,DOWNSVIEW ARENA,Community Centre,"Washroom, Wi-Fi",1633 WILSON AVE,416-395-7831,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=568,"{""coordinates"": [[-79.5126109653032, 43.7190264399552]], ""type"": ""MultiPoint""}"
1619,3490,13051,MCCORMICK ARENA,Community Centre,None,179 BROCK AVE,416-392-0647,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3490,"{""coordinates"": [[-79.4339412245562, 43.6472384211089]], ""type"": ""MultiPoint""}"
1620,3495,13080,WILLIAM H. BOLTON ARENA,Community Centre,Washroom,40 ROSSMORE RD,416-392-0088,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3495,"{""coordinates"": [[-79.4152061268217, 43.6711959352054]], ""type"": ""MultiPoint""}"
1621,583,1745,FLEMINGDON COMMUNITY CENTRE AND PLAYGROUND PARADISE,Community Centre,"Playground, Washroom, Wi-Fi",150 GRENOBLE DR,416-395-6014,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=583,"{""coordinates"": [[-79.326381354994, 43.7135673277875]], ""type"": ""MultiPoint""}"
1622,287,2006,TRINITY COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",155 CRAWFORD ST,416-392-0743,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=287,"{""coordinates"": [[-79.4148778070141, 43.6462504545033]], ""type"": ""MultiPoint""}"
1623,282,1016,SWANSEA COMMUNITY RECREATION CENTRE,Community Centre,Wi-Fi,15 WALLER AVE,416-392-6796,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=282,"{""coordinates"": [[-79.4771006234535, 43.6439799398874]], ""type"": ""MultiPoint""}"
1624,802,721,MIMICO ARENA,Community Centre,"Washroom, Wi-Fi",31 DRUMMOND ST,416-394-8695,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=802,"{""coordinates"": [[-79.4987875148124, 43.6123303646434]], ""type"": ""MultiPoint""}"
1625,892,1737,ETOBICOKE OLYMPIUM,Community Centre,"Washroom, Wi-Fi",590 RATHBURN RD,416-394-8111,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=892,"{""coordinates"": [[-79.5844327526954, 43.650230054854]], ""type"": ""MultiPoint""}"
1626,289,105,BIRKDALE COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",1299 ELLESMERE RD,416-396-4069,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=289,"{""coordinates"": [[-79.2638682534984, 43.7682291405724]], ""type"": ""MultiPoint""}"
1627,405,1874,MILLIKEN PARK COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",4325 MCCOWAN RD,416-396-7757,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=405,"{""coordinates"": [[-79.2741553441342, 43.8297510054934]], ""type"": ""MultiPoint""}"
1628,45,1768,HARRISON POOL,Community Centre,Washroom,15 STEPHANIE ST,416-392-7984,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=45,"{""coordinates"": [[-79.3908365231734, 43.6510882586156]], ""type"": ""MultiPoint""}"
1629,1063,2070,FALSTAFF COMMUNITY RECREATION CENTRE,Community Centre,Wi-Fi,50 FALSTAFF AVE,416-395-7924,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1063,"{""coordinates"": [[-79.5037967012853, 43.7166199120388]], ""type"": ""MultiPoint""}"
1630,2012,14322,PAM McCONNELL AQUATIC CENTRE,Community Centre,Wi-Fi,640 DUNDAS ST E, 416-338-2237,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2012,"{""coordinates"": [[-79.3611018330003, 43.661228864512]], ""type"": ""MultiPoint""}"
1631,486,2057,CHALKFARM COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",180 CHALKFARM DR,416-395-7802,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=486,"{""coordinates"": [[-79.5116269705245, 43.7239655385417]], ""type"": ""MultiPoint""}"
1632,778,13082,YORK MILLS ARENA,Community Centre,"Washroom, Wi-Fi",2539 BAYVIEW AVE,416-395-7844,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=778,"{""coordinates"": [[-79.3834202689062, 43.7476532978615]], ""type"": ""MultiPoint""}"
1633,30,2052,BOB ABATE COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",485 MONTROSE AVE,416-392-0744,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=30,"{""coordinates"": [[-79.4203100918955, 43.6623904598241]], ""type"": ""MultiPoint""}"
1634,705,13073,TRACE MANES PARK COMMUNITY CENTRE,Community Centre,"Washroom, Wi-Fi",110 RUMSEY RD,416-396-2853,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=705,"{""coordinates"": [[-79.3673083519887, 43.7055902362227]], ""type"": ""MultiPoint""}"
1635,1320,13067,SMITHFIELD COMMUNITY SCHOOL,Community Centre,None,175 MOUNT OLIVE DR,416-394-8715,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1320,"{""coordinates"": [[-79.5956482142897, 43.7497510817525]], ""type"": ""MultiPoint""}"
1636,638,2074,GLEN LONG COMMUNITY CENTRE,Community Centre,"Outdoor Dry Pad, Washroom, Wi-Fi",35 GLEN LONG AVE,416-395-7921,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=638,"{""coordinates"": [[-79.4558674983764, 43.7087783675771]], ""type"": ""MultiPoint""}"
1637,760,13020,DOMENICO DILUCA COMMUNITY RECREATION CENTRE,Community Centre,"Washroom, Wi-Fi",25 STANLEY RD,416-395-6673,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=760,"{""coordinates"": [[-79.5158013138004, 43.7424676247375]], ""type"": ""MultiPoint""}"
